Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/input_Swag Labs_login-button""))",Edge Chromium 122,,,09-03-2024 17:15:30,09-03-2024 17:15:32,1.968s,PASSED
"verifyElementText(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/h3_Epic sadface Username and password do no_0e8909""), ""Epic sadface: Username and password do not match any user in this service"")",Edge Chromium 122,,,09-03-2024 17:15:32,09-03-2024 17:16:02,30.137s,PASSED
"click(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/div_Epic sadface Username and password do n_e703ed""))",Edge Chromium 122,,,09-03-2024 17:16:02,09-03-2024 17:16:32,30.156s,PASSED
closeBrowser(),Edge Chromium 122,,,09-03-2024 17:16:32,09-03-2024 17:16:32,0.296s,PASSED
,,,,,,,
Test Cases/SauceLabsApp/TC_31_Testdata_LoginWithInvalidUser,Edge Chromium 122,,,09-03-2024 17:16:32,09-03-2024 17:17:49,1m - 16.272s,PASSED
"openBrowser("""")",Edge Chromium 122,,,09-03-2024 17:16:33,09-03-2024 17:16:37,4.321s,PASSED
"navigateToUrl(url, CONTINUE_ON_FAILURE)",Edge Chromium 122,,,09-03-2024 17:16:37,09-03-2024 17:16:46,8.964s,PASSED
"logInfo(""Browser is launched"")",Edge Chromium 122,,,09-03-2024 17:16:46,09-03-2024 17:16:46,0.004s,PASSED
maximizeWindow(),Edge Chromium 122,,,09-03-2024 17:16:46,09-03-2024 17:16:46,0.269s,PASSED
"setText(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/input_Swag Labs_user-name""), username)",Edge Chromium 122,,,09-03-2024 17:16:46,09-03-2024 17:16:47,0.697s,PASSED
"setText(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/input_Swag Labs_password""), password)",Edge Chromium 122,,,09-03-2024 17:16:47,09-03-2024 17:16:48,0.790s,PASSED
"click(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/input_Swag Labs_login-button""))",Edge Chromium 122,,,09-03-2024 17:16:48,09-03-2024 17:16:48,0.399s,PASSED
"verifyElementText(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/h3_Epic sadface Username and password do no_0e8909""), ""Epic sadface: Username and password do not match any user in this service"")",Edge Chromium 122,,,09-03-2024 17:16:48,09-03-2024 17:17:18,30.182s,PASSED
"click(findTestObject(""Object Repository/SwagLab_InvalidLogins/Page_Swag Labs/div_Epic sadface Username and password do n_e703ed""))",Edge Chromium 122,,,09-03-2024 17:17:18,09-03-2024 17:17:48,30.169s,PASSED
closeBrowser(),Edge Chromium 122,,,09-03-2024 17:17:48,09-03-2024 17:17:49,0.322s,PASSED
